date,type_of_data,firm,Variable,Value
2020-06-01,prices,VCN,Opening Price,30.74
2020-06-02,prices,VCN,Opening Price,30.969999
2020-06-03,prices,VCN,Opening Price,31.440001
2020-06-04,prices,VCN,Opening Price,31.52
2020-06-05,prices,VCN,Opening Price,31.950001
2020-06-08,prices,VCN,Opening Price,32.330002
2020-06-09,prices,VCN,Opening Price,32.080002
2020-06-10,prices,VCN,Opening Price,32.139999
2020-06-11,prices,VCN,Opening Price,31.190001
2020-06-12,prices,VCN,Opening Price,31.25
2020-06-15,prices,VCN,Opening Price,30.379999
2020-06-16,prices,VCN,Opening Price,31.83
2020-06-17,prices,VCN,Opening Price,31.559999
2020-06-18,prices,VCN,Opening Price,31.139999
2020-06-19,prices,VCN,Opening Price,31.65
2020-06-22,prices,VCN,Opening Price,31.1
2020-06-23,prices,VCN,Opening Price,31.42
2020-06-24,prices,VCN,Opening Price,31.02
2020-06-25,prices,VCN,Opening Price,30.57
2020-06-26,prices,VCN,Opening Price,30.91
2020-06-29,prices,VCN,Opening Price,30.620001
2020-06-30,prices,VCN,Opening Price,30.82
2020-07-02,prices,VCN,Opening Price,31.540001
2020-07-03,prices,VCN,Opening Price,31.4
2020-07-06,prices,VCN,Opening Price,31.65
2020-07-07,prices,VCN,Opening Price,31.299999
2020-07-08,prices,VCN,Opening Price,31.379999
2020-07-09,prices,VCN,Opening Price,31.4
2020-07-10,prices,VCN,Opening Price,31.290001
2020-07-13,prices,VCN,Opening Price,31.709999
2020-07-14,prices,VCN,Opening Price,31.370001
2020-07-15,prices,VCN,Opening Price,32.139999
2020-07-16,prices,VCN,Opening Price,32.07
2020-07-17,prices,VCN,Opening Price,32.290001
2020-07-20,prices,VCN,Opening Price,32.369999
2020-07-21,prices,VCN,Opening Price,32.73
2020-07-22,prices,VCN,Opening Price,32.509998
2020-07-23,prices,VCN,Opening Price,32.5
2020-07-24,prices,VCN,Opening Price,32.139999
2020-07-27,prices,VCN,Opening Price,32.330002
2020-07-28,prices,VCN,Opening Price,32.48
2020-07-29,prices,VCN,Opening Price,32.77
2020-07-30,prices,VCN,Opening Price,32.439999
2020-07-31,prices,VCN,Opening Price,32.830002
2020-08-04,prices,VCN,Opening Price,32.75
2020-08-05,prices,VCN,Opening Price,33.110001
2020-08-06,prices,VCN,Opening Price,33.299999
2020-08-07,prices,VCN,Opening Price,33.32
2020-08-10,prices,VCN,Opening Price,33.450001
2020-08-11,prices,VCN,Opening Price,33.43
2020-08-12,prices,VCN,Opening Price,33.509998
2020-08-13,prices,VCN,Opening Price,33.369999
2020-08-14,prices,VCN,Opening Price,33.200001
2020-08-17,prices,VCN,Opening Price,33.59
2020-08-18,prices,VCN,Opening Price,33.66
2020-08-19,prices,VCN,Opening Price,33.48
2020-08-20,prices,VCN,Opening Price,33.330002
2020-08-21,prices,VCN,Opening Price,33.369999
2020-08-24,prices,VCN,Opening Price,33.5
2020-08-25,prices,VCN,Opening Price,33.529999
2020-08-26,prices,VCN,Opening Price,33.57
2020-08-27,prices,VCN,Opening Price,33.939999
2020-08-28,prices,VCN,Opening Price,33.900002
2020-08-31,prices,VCN,Opening Price,33.68
2020-09-01,prices,VCN,Opening Price,33.360001
2020-09-02,prices,VCN,Opening Price,33.77
2020-09-03,prices,VCN,Opening Price,33.650002
2020-09-04,prices,VCN,Opening Price,33.259998
2020-09-08,prices,VCN,Opening Price,32.41
2020-09-09,prices,VCN,Opening Price,32.790001
2020-09-10,prices,VCN,Opening Price,33.200001
2020-09-11,prices,VCN,Opening Price,32.810001
2020-09-14,prices,VCN,Opening Price,32.93
2020-09-15,prices,VCN,Opening Price,33.220001
2020-09-16,prices,VCN,Opening Price,33.290001
2020-09-17,prices,VCN,Opening Price,32.490002
2020-09-18,prices,VCN,Opening Price,32.830002
2020-09-21,prices,VCN,Opening Price,32.209999
2020-09-22,prices,VCN,Opening Price,32.369999
2020-09-23,prices,VCN,Opening Price,32.66
2020-09-24,prices,VCN,Opening Price,31.809999
2020-09-25,prices,VCN,Opening Price,32.040001
2020-09-28,prices,VCN,Opening Price,32.799999
2020-09-29,prices,VCN,Opening Price,32.790001
2020-09-30,prices,VCN,Opening Price,32.529999
2020-10-01,prices,VCN,Opening Price,32.41
2020-10-02,prices,VCN,Opening Price,32.009998
2020-10-05,prices,VCN,Opening Price,32.59
2020-10-06,prices,VCN,Opening Price,32.889999
2020-10-07,prices,VCN,Opening Price,32.77
2020-10-08,prices,VCN,Opening Price,33.060001
2020-10-09,prices,VCN,Opening Price,33.25
2020-10-13,prices,VCN,Opening Price,33.200001
2020-10-14,prices,VCN,Opening Price,33.18
2020-10-15,prices,VCN,Opening Price,32.66
2020-10-16,prices,VCN,Opening Price,33.130001
2020-10-19,prices,VCN,Opening Price,33.040001
2020-10-20,prices,VCN,Opening Price,32.77
2020-10-21,prices,VCN,Opening Price,32.549999
2020-10-22,prices,VCN,Opening Price,32.52
2020-10-23,prices,VCN,Opening Price,32.73
2020-10-26,prices,VCN,Opening Price,32.490002
2020-10-27,prices,VCN,Opening Price,32.25
2020-10-28,prices,VCN,Opening Price,31.73
2020-10-29,prices,VCN,Opening Price,31.33
2020-10-30,prices,VCN,Opening Price,31.33
2020-11-02,prices,VCN,Opening Price,31.49
2020-11-03,prices,VCN,Opening Price,31.690001
2020-11-04,prices,VCN,Opening Price,32.23
2020-11-05,prices,VCN,Opening Price,32.610001
2020-11-06,prices,VCN,Opening Price,32.790001
2020-11-09,prices,VCN,Opening Price,33.610001
2020-11-10,prices,VCN,Opening Price,33.16
2020-11-11,prices,VCN,Opening Price,33.560001
2020-11-12,prices,VCN,Opening Price,33.700001
2020-11-13,prices,VCN,Opening Price,33.490002
2020-11-16,prices,VCN,Opening Price,33.73
2020-11-17,prices,VCN,Opening Price,33.779999
2020-11-18,prices,VCN,Opening Price,34.099998
2020-11-19,prices,VCN,Opening Price,33.860001
2020-11-20,prices,VCN,Opening Price,34.040001
2020-11-23,prices,VCN,Opening Price,34.34
2020-11-24,prices,VCN,Opening Price,34.639999
2020-11-25,prices,VCN,Opening Price,34.790001
2020-11-26,prices,VCN,Opening Price,34.880001
2020-11-27,prices,VCN,Opening Price,34.889999
2020-11-30,prices,VCN,Opening Price,34.91
2020-12-01,prices,VCN,Opening Price,35.09
2020-12-02,prices,VCN,Opening Price,34.799999
2020-12-03,prices,VCN,Opening Price,35.02
2020-12-04,prices,VCN,Opening Price,35.150002
2020-12-07,prices,VCN,Opening Price,35.299999
2020-12-08,prices,VCN,Opening Price,35.389999
2020-12-09,prices,VCN,Opening Price,35.619999
2020-12-10,prices,VCN,Opening Price,35.290001
2020-12-11,prices,VCN,Opening Price,35.41
2020-12-14,prices,VCN,Opening Price,35.59
2020-12-15,prices,VCN,Opening Price,35.290001
2020-12-16,prices,VCN,Opening Price,35.450001
2020-12-17,prices,VCN,Opening Price,35.639999
2020-12-18,prices,VCN,Opening Price,35.68
2020-12-21,prices,VCN,Opening Price,35.060001
2020-12-22,prices,VCN,Opening Price,35.41
2020-12-23,prices,VCN,Opening Price,35.52
2020-12-24,prices,VCN,Opening Price,35.560001
2020-12-29,prices,VCN,Opening Price,35.700001
2020-12-30,prices,VCN,Opening Price,35.299999
2020-12-31,prices,VCN,Opening Price,35.189999
2021-01-04,prices,VCN,Opening Price,35.32
2021-01-05,prices,VCN,Opening Price,35.200001
2021-01-06,prices,VCN,Opening Price,35.619999
2021-01-07,prices,VCN,Opening Price,36.049999
2021-01-08,prices,VCN,Opening Price,36.310001
2021-01-11,prices,VCN,Opening Price,36.139999
2021-01-12,prices,VCN,Opening Price,36.16
2021-01-13,prices,VCN,Opening Price,36.209999
2021-01-14,prices,VCN,Opening Price,36.16
2021-01-15,prices,VCN,Opening Price,36.119999
2021-01-18,prices,VCN,Opening Price,35.970001
2021-01-19,prices,VCN,Opening Price,36.189999
2021-01-20,prices,VCN,Opening Price,36.240002
2021-01-21,prices,VCN,Opening Price,36.240002
2021-01-22,prices,VCN,Opening Price,35.860001
2021-01-25,prices,VCN,Opening Price,35.849998
2021-01-26,prices,VCN,Opening Price,36.110001
2021-01-27,prices,VCN,Opening Price,35.540001
2021-01-28,prices,VCN,Opening Price,35.310001
2021-01-29,prices,VCN,Opening Price,35.450001
2021-02-01,prices,VCN,Opening Price,35.299999
2021-02-02,prices,VCN,Opening Price,35.73
2021-02-03,prices,VCN,Opening Price,36.07
2021-02-04,prices,VCN,Opening Price,36.189999
2021-02-05,prices,VCN,Opening Price,36.5
2021-02-08,prices,VCN,Opening Price,36.75
2021-02-09,prices,VCN,Opening Price,36.990002
2021-02-10,prices,VCN,Opening Price,37.27
2021-02-11,prices,VCN,Opening Price,37.290001
2021-02-12,prices,VCN,Opening Price,37.099998
2021-02-16,prices,VCN,Opening Price,37.450001
2021-02-17,prices,VCN,Opening Price,37.119999
2021-02-18,prices,VCN,Opening Price,37.02
2021-02-19,prices,VCN,Opening Price,36.959999
2021-02-22,prices,VCN,Opening Price,37.029999
2021-02-23,prices,VCN,Opening Price,36.93
2021-02-24,prices,VCN,Opening Price,37.049999
2021-02-25,prices,VCN,Opening Price,37.32
2021-02-26,prices,VCN,Opening Price,36.82
2021-03-01,prices,VCN,Opening Price,36.919998
2021-03-02,prices,VCN,Opening Price,37.09
2021-03-03,prices,VCN,Opening Price,37.259998
2021-03-04,prices,VCN,Opening Price,37
2021-03-05,prices,VCN,Opening Price,36.950001
2021-03-08,prices,VCN,Opening Price,37.279999
2021-03-09,prices,VCN,Opening Price,37.610001
2021-03-10,prices,VCN,Opening Price,37.860001
2021-03-11,prices,VCN,Opening Price,38.110001
2021-03-12,prices,VCN,Opening Price,38.049999
2021-03-15,prices,VCN,Opening Price,38.32
2021-03-16,prices,VCN,Opening Price,38.450001
2021-03-17,prices,VCN,Opening Price,38.209999
2021-03-18,prices,VCN,Opening Price,38.360001
2021-03-19,prices,VCN,Opening Price,38.220001
2021-03-22,prices,VCN,Opening Price,38.200001
2021-03-23,prices,VCN,Opening Price,38.09
2021-03-24,prices,VCN,Opening Price,38.02
2021-03-25,prices,VCN,Opening Price,37.639999
2021-03-26,prices,VCN,Opening Price,37.900002
2021-03-29,prices,VCN,Opening Price,37.98
2021-03-30,prices,VCN,Opening Price,37.919998
2021-03-31,prices,VCN,Opening Price,37.759998
2021-04-01,prices,VCN,Opening Price,37.959999
2021-04-05,prices,VCN,Opening Price,38.450001
2021-04-06,prices,VCN,Opening Price,38.48
2021-04-07,prices,VCN,Opening Price,38.560001
2021-04-08,prices,VCN,Opening Price,38.630001
2021-04-09,prices,VCN,Opening Price,38.720001
2021-04-12,prices,VCN,Opening Price,38.73
2021-04-13,prices,VCN,Opening Price,38.830002
2021-04-14,prices,VCN,Opening Price,38.790001
2021-04-15,prices,VCN,Opening Price,38.880001
2021-04-16,prices,VCN,Opening Price,39.099998
2021-04-19,prices,VCN,Opening Price,39.02
2021-04-20,prices,VCN,Opening Price,38.529999
2021-04-21,prices,VCN,Opening Price,38.389999
2021-04-22,prices,VCN,Opening Price,38.610001
2021-04-23,prices,VCN,Opening Price,38.450001
2021-04-26,prices,VCN,Opening Price,38.560001
2021-04-27,prices,VCN,Opening Price,38.779999
2021-04-28,prices,VCN,Opening Price,38.860001
2021-04-29,prices,VCN,Opening Price,39.25
2021-04-30,prices,VCN,Opening Price,38.75
2021-05-03,prices,VCN,Opening Price,38.84
2021-05-04,prices,VCN,Opening Price,38.810001
2021-05-05,prices,VCN,Opening Price,38.98
2021-05-06,prices,VCN,Opening Price,39
2021-05-07,prices,VCN,Opening Price,39.09
2021-05-10,prices,VCN,Opening Price,39.43
2021-05-11,prices,VCN,Opening Price,38.700001
2021-05-12,prices,VCN,Opening Price,38.830002
2021-05-13,prices,VCN,Opening Price,38.669998
2021-05-14,prices,VCN,Opening Price,38.889999
2021-05-17,prices,VCN,Opening Price,39.139999
2021-05-18,prices,VCN,Opening Price,39.439999
2021-05-19,prices,VCN,Opening Price,39.060001
2021-05-20,prices,VCN,Opening Price,39.349998
2021-05-21,prices,VCN,Opening Price,39.68
2021-05-25,prices,VCN,Opening Price,39.82
2021-05-26,prices,VCN,Opening Price,39.759998
2021-05-27,prices,VCN,Opening Price,40
2021-05-28,prices,VCN,Opening Price,40.200001
2021-05-31,prices,VCN,Opening Price,40.299999
2020-06-01,prices,VCN,High Price,30.92
2020-06-02,prices,VCN,High Price,31.18
2020-06-03,prices,VCN,High Price,31.65
2020-06-04,prices,VCN,High Price,31.629999
2020-06-05,prices,VCN,High Price,32.139999
2020-06-08,prices,VCN,High Price,32.349998
2020-06-09,prices,VCN,High Price,32.209999
2020-06-10,prices,VCN,High Price,32.139999
2020-06-11,prices,VCN,High Price,31.200001
2020-06-12,prices,VCN,High Price,31.26
2020-06-15,prices,VCN,High Price,31.290001
2020-06-16,prices,VCN,High Price,31.84
2020-06-17,prices,VCN,High Price,31.559999
2020-06-18,prices,VCN,High Price,31.450001
2020-06-19,prices,VCN,High Price,31.65
2020-06-22,prices,VCN,High Price,31.16
2020-06-23,prices,VCN,High Price,31.440001
2020-06-24,prices,VCN,High Price,31.08
2020-06-25,prices,VCN,High Price,30.965
2020-06-26,prices,VCN,High Price,30.91
2020-06-29,prices,VCN,High Price,30.99
2020-06-30,prices,VCN,High Price,31.25
2020-07-02,prices,VCN,High Price,31.780001
2020-07-03,prices,VCN,High Price,31.4
2020-07-06,prices,VCN,High Price,31.719999
2020-07-07,prices,VCN,High Price,31.549999
2020-07-08,prices,VCN,High Price,31.52
2020-07-09,prices,VCN,High Price,31.41
2020-07-10,prices,VCN,High Price,31.549999
2020-07-13,prices,VCN,High Price,31.9
2020-07-14,prices,VCN,High Price,32
2020-07-15,prices,VCN,High Price,32.41
2020-07-16,prices,VCN,High Price,32.279999
2020-07-17,prices,VCN,High Price,32.43
2020-07-20,prices,VCN,High Price,32.540001
2020-07-21,prices,VCN,High Price,32.779999
2020-07-22,prices,VCN,High Price,32.549999
2020-07-23,prices,VCN,High Price,32.540001
2020-07-24,prices,VCN,High Price,32.209999
2020-07-27,prices,VCN,High Price,32.529999
2020-07-28,prices,VCN,High Price,32.580002
2020-07-29,prices,VCN,High Price,32.84
2020-07-30,prices,VCN,High Price,32.82
2020-07-31,prices,VCN,High Price,32.849998
2020-08-04,prices,VCN,High Price,32.959999
2020-08-05,prices,VCN,High Price,33.25
2020-08-06,prices,VCN,High Price,33.41
2020-08-07,prices,VCN,High Price,33.360001
2020-08-10,prices,VCN,High Price,33.509998
2020-08-11,prices,VCN,High Price,33.52
2020-08-12,prices,VCN,High Price,33.599998
2020-08-13,prices,VCN,High Price,33.419998
2020-08-14,prices,VCN,High Price,33.360001
2020-08-17,prices,VCN,High Price,33.599998
2020-08-18,prices,VCN,High Price,33.709999
2020-08-19,prices,VCN,High Price,33.580002
2020-08-20,prices,VCN,High Price,33.509998
2020-08-21,prices,VCN,High Price,33.380001
2020-08-24,prices,VCN,High Price,33.540001
2020-08-25,prices,VCN,High Price,33.549999
2020-08-26,prices,VCN,High Price,33.860001
2020-08-27,prices,VCN,High Price,33.950001
2020-08-28,prices,VCN,High Price,33.91
2020-08-31,prices,VCN,High Price,33.709999
2020-09-01,prices,VCN,High Price,33.560001
2020-09-02,prices,VCN,High Price,33.77
2020-09-03,prices,VCN,High Price,33.75
2020-09-04,prices,VCN,High Price,33.310001
2020-09-08,prices,VCN,High Price,32.740002
2020-09-09,prices,VCN,High Price,33.18
2020-09-10,prices,VCN,High Price,33.200001
2020-09-11,prices,VCN,High Price,32.939999
2020-09-14,prices,VCN,High Price,33.060001
2020-09-15,prices,VCN,High Price,33.32
2020-09-16,prices,VCN,High Price,33.290001
2020-09-17,prices,VCN,High Price,32.869999
2020-09-18,prices,VCN,High Price,32.900002
2020-09-21,prices,VCN,High Price,32.25
2020-09-22,prices,VCN,High Price,32.639999
2020-09-23,prices,VCN,High Price,32.669998
2020-09-24,prices,VCN,High Price,32.27
2020-09-25,prices,VCN,High Price,32.48
2020-09-28,prices,VCN,High Price,32.900002
2020-09-29,prices,VCN,High Price,32.799999
2020-09-30,prices,VCN,High Price,32.59
2020-10-01,prices,VCN,High Price,32.490002
2020-10-02,prices,VCN,High Price,32.459999
2020-10-05,prices,VCN,High Price,32.889999
2020-10-06,prices,VCN,High Price,32.959999
2020-10-07,prices,VCN,High Price,32.950001
2020-10-08,prices,VCN,High Price,33.174999
2020-10-09,prices,VCN,High Price,33.279999
2020-10-13,prices,VCN,High Price,33.220001
2020-10-14,prices,VCN,High Price,33.220001
2020-10-15,prices,VCN,High Price,33.099998
2020-10-16,prices,VCN,High Price,33.169998
2020-10-19,prices,VCN,High Price,33.040001
2020-10-20,prices,VCN,High Price,32.790001
2020-10-21,prices,VCN,High Price,32.66
2020-10-22,prices,VCN,High Price,32.639999
2020-10-23,prices,VCN,High Price,32.73
2020-10-26,prices,VCN,High Price,32.5
2020-10-27,prices,VCN,High Price,32.299999
2020-10-28,prices,VCN,High Price,31.73
2020-10-29,prices,VCN,High Price,31.549999
2020-10-30,prices,VCN,High Price,31.360001
2020-11-02,prices,VCN,High Price,31.530001
2020-11-03,prices,VCN,High Price,32.029999
2020-11-04,prices,VCN,High Price,32.310001
2020-11-05,prices,VCN,High Price,32.720001
2020-11-06,prices,VCN,High Price,32.790001
2020-11-09,prices,VCN,High Price,33.639999
2020-11-10,prices,VCN,High Price,33.41
2020-11-11,prices,VCN,High Price,33.700001
2020-11-12,prices,VCN,High Price,33.700001
2020-11-13,prices,VCN,High Price,33.599998
2020-11-16,prices,VCN,High Price,33.91
2020-11-17,prices,VCN,High Price,34.049999
2020-11-18,prices,VCN,High Price,34.130001
2020-11-19,prices,VCN,High Price,34.009998
2020-11-20,prices,VCN,High Price,34.279999
2020-11-23,prices,VCN,High Price,34.48
2020-11-24,prices,VCN,High Price,34.860001
2020-11-25,prices,VCN,High Price,34.880001
2020-11-26,prices,VCN,High Price,34.959999
2020-11-27,prices,VCN,High Price,35.07
2020-11-30,prices,VCN,High Price,34.93
2020-12-01,prices,VCN,High Price,35.150002
2020-12-02,prices,VCN,High Price,34.990002
2020-12-03,prices,VCN,High Price,35.18
2020-12-04,prices,VCN,High Price,35.34
2020-12-07,prices,VCN,High Price,35.52
2020-12-08,prices,VCN,High Price,35.630001
2020-12-09,prices,VCN,High Price,35.650002
2020-12-10,prices,VCN,High Price,35.540001
2020-12-11,prices,VCN,High Price,35.459999
2020-12-14,prices,VCN,High Price,35.599998
2020-12-15,prices,VCN,High Price,35.400002
2020-12-16,prices,VCN,High Price,35.5
2020-12-17,prices,VCN,High Price,35.68
2020-12-18,prices,VCN,High Price,35.700001
2020-12-21,prices,VCN,High Price,35.360001
2020-12-22,prices,VCN,High Price,35.490002
2020-12-23,prices,VCN,High Price,35.66
2020-12-24,prices,VCN,High Price,35.639999
2020-12-29,prices,VCN,High Price,35.700001
2020-12-30,prices,VCN,High Price,35.360001
2020-12-31,prices,VCN,High Price,35.27
2021-01-04,prices,VCN,High Price,35.34
2021-01-05,prices,VCN,High Price,35.529999
2021-01-06,prices,VCN,High Price,36
2021-01-07,prices,VCN,High Price,36.279999
2021-01-08,prices,VCN,High Price,36.310001
2021-01-11,prices,VCN,High Price,36.240002
2021-01-12,prices,VCN,High Price,36.209999
2021-01-13,prices,VCN,High Price,36.209999
2021-01-14,prices,VCN,High Price,36.25
2021-01-15,prices,VCN,High Price,36.139999
2021-01-18,prices,VCN,High Price,36.139999
2021-01-19,prices,VCN,High Price,36.189999
2021-01-20,prices,VCN,High Price,36.259998
2021-01-21,prices,VCN,High Price,36.240002
2021-01-22,prices,VCN,High Price,35.93
2021-01-25,prices,VCN,High Price,36.049999
2021-01-26,prices,VCN,High Price,36.110001
2021-01-27,prices,VCN,High Price,35.560001
2021-01-28,prices,VCN,High Price,35.619999
2021-01-29,prices,VCN,High Price,35.450001
2021-02-01,prices,VCN,High Price,35.619999
2021-02-02,prices,VCN,High Price,36.02
2021-02-03,prices,VCN,High Price,36.099998
2021-02-04,prices,VCN,High Price,36.400002
2021-02-05,prices,VCN,High Price,36.57
2021-02-08,prices,VCN,High Price,36.93
2021-02-09,prices,VCN,High Price,37.130001
2021-02-10,prices,VCN,High Price,37.349998
2021-02-11,prices,VCN,High Price,37.290001
2021-02-12,prices,VCN,High Price,37.25
2021-02-16,prices,VCN,High Price,37.509998
2021-02-17,prices,VCN,High Price,37.119999
2021-02-18,prices,VCN,High Price,37.049999
2021-02-19,prices,VCN,High Price,37.119999
2021-02-22,prices,VCN,High Price,37.27
2021-02-23,prices,VCN,High Price,37.099998
2021-02-24,prices,VCN,High Price,37.48
2021-02-25,prices,VCN,High Price,37.43
2021-02-26,prices,VCN,High Price,36.830002
2021-03-01,prices,VCN,High Price,37.119999
2021-03-02,prices,VCN,High Price,37.310001
2021-03-03,prices,VCN,High Price,37.27
2021-03-04,prices,VCN,High Price,37.110001
2021-03-05,prices,VCN,High Price,37.259998
2021-03-08,prices,VCN,High Price,37.650002
2021-03-09,prices,VCN,High Price,37.869999
2021-03-10,prices,VCN,High Price,37.990002
2021-03-11,prices,VCN,High Price,38.23
2021-03-12,prices,VCN,High Price,38.200001
2021-03-15,prices,VCN,High Price,38.439999
2021-03-16,prices,VCN,High Price,38.450001
2021-03-17,prices,VCN,High Price,38.580002
2021-03-18,prices,VCN,High Price,38.509998
2021-03-19,prices,VCN,High Price,38.285
2021-03-22,prices,VCN,High Price,38.200001
2021-03-23,prices,VCN,High Price,38.150002
2021-03-24,prices,VCN,High Price,38.110001
2021-03-25,prices,VCN,High Price,37.880001
2021-03-26,prices,VCN,High Price,38.07
2021-03-29,prices,VCN,High Price,38.09
2021-03-30,prices,VCN,High Price,38.049999
2021-03-31,prices,VCN,High Price,37.860001
2021-04-01,prices,VCN,High Price,38.279999
2021-04-05,prices,VCN,High Price,38.450001
2021-04-06,prices,VCN,High Price,38.599998
2021-04-07,prices,VCN,High Price,38.650002
2021-04-08,prices,VCN,High Price,38.759998
2021-04-09,prices,VCN,High Price,38.779999
2021-04-12,prices,VCN,High Price,38.830002
2021-04-13,prices,VCN,High Price,38.84
2021-04-14,prices,VCN,High Price,38.950001
2021-04-15,prices,VCN,High Price,39.009998
2021-04-16,prices,VCN,High Price,39.099998
2021-04-19,prices,VCN,High Price,39.09
2021-04-20,prices,VCN,High Price,38.549999
2021-04-21,prices,VCN,High Price,38.630001
2021-04-22,prices,VCN,High Price,38.610001
2021-04-23,prices,VCN,High Price,38.59
2021-04-26,prices,VCN,High Price,38.73
2021-04-27,prices,VCN,High Price,38.849998
2021-04-28,prices,VCN,High Price,39.169998
2021-04-29,prices,VCN,High Price,39.25
2021-04-30,prices,VCN,High Price,38.830002
2021-05-03,prices,VCN,High Price,38.93
2021-05-04,prices,VCN,High Price,38.830002
2021-05-05,prices,VCN,High Price,39.07
2021-05-06,prices,VCN,High Price,39.02
2021-05-07,prices,VCN,High Price,39.369999
2021-05-10,prices,VCN,High Price,39.490002
2021-05-11,prices,VCN,High Price,39.009998
2021-05-12,prices,VCN,High Price,38.93
2021-05-13,prices,VCN,High Price,38.849998
2021-05-14,prices,VCN,High Price,39.259998
2021-05-17,prices,VCN,High Price,39.415001
2021-05-18,prices,VCN,High Price,39.560001
2021-05-19,prices,VCN,High Price,39.330002
2021-05-20,prices,VCN,High Price,39.619999
2021-05-21,prices,VCN,High Price,39.68
2021-05-25,prices,VCN,High Price,39.82
2021-05-26,prices,VCN,High Price,39.990002
2021-05-27,prices,VCN,High Price,40.119999
2021-05-28,prices,VCN,High Price,40.279999
2021-05-31,prices,VCN,High Price,40.299999
2020-06-01,prices,VCN,Low Price,30.700001
2020-06-02,prices,VCN,Low Price,30.940001
2020-06-03,prices,VCN,Low Price,31.41
2020-06-04,prices,VCN,Low Price,31.370001
2020-06-05,prices,VCN,Low Price,31.950001
2020-06-08,prices,VCN,Low Price,32.07
2020-06-09,prices,VCN,Low Price,31.93
2020-06-10,prices,VCN,Low Price,31.6
2020-06-11,prices,VCN,Low Price,30.41
2020-06-12,prices,VCN,Low Price,30.629999
2020-06-15,prices,VCN,Low Price,30.299999
2020-06-16,prices,VCN,Low Price,31.290001
2020-06-17,prices,VCN,Low Price,31.23
2020-06-18,prices,VCN,Low Price,31.059999
2020-06-19,prices,VCN,Low Price,31.25
2020-06-22,prices,VCN,Low Price,30.959999
2020-06-23,prices,VCN,Low Price,31.15
2020-06-24,prices,VCN,Low Price,30.379999
2020-06-25,prices,VCN,Low Price,30.450001
2020-06-26,prices,VCN,Low Price,30.450001
2020-06-29,prices,VCN,Low Price,30.51
2020-06-30,prices,VCN,Low Price,30.74
2020-07-02,prices,VCN,Low Price,31.34
2020-07-03,prices,VCN,Low Price,31.27
2020-07-06,prices,VCN,Low Price,31.42
2020-07-07,prices,VCN,Low Price,31.299999
2020-07-08,prices,VCN,Low Price,31.190001
2020-07-09,prices,VCN,Low Price,30.940001
2020-07-10,prices,VCN,Low Price,31.23
2020-07-13,prices,VCN,Low Price,31.4
2020-07-14,prices,VCN,Low Price,31.309999
2020-07-15,prices,VCN,Low Price,32.110001
2020-07-16,prices,VCN,Low Price,32.060001
2020-07-17,prices,VCN,Low Price,32.18
2020-07-20,prices,VCN,Low Price,32.360001
2020-07-21,prices,VCN,Low Price,32.470001
2020-07-22,prices,VCN,Low Price,32.400002
2020-07-23,prices,VCN,Low Price,32.139999
2020-07-24,prices,VCN,Low Price,32.07
2020-07-27,prices,VCN,Low Price,32.209999
2020-07-28,prices,VCN,Low Price,32.389999
2020-07-29,prices,VCN,Low Price,32.57
2020-07-30,prices,VCN,Low Price,32.259998
2020-07-31,prices,VCN,Low Price,32.349998
2020-08-04,prices,VCN,Low Price,32.689999
2020-08-05,prices,VCN,Low Price,33.110001
2020-08-06,prices,VCN,Low Price,33.23
2020-08-07,prices,VCN,Low Price,33.209999
2020-08-10,prices,VCN,Low Price,33.299999
2020-08-11,prices,VCN,Low Price,33.220001
2020-08-12,prices,VCN,Low Price,33.389999
2020-08-13,prices,VCN,Low Price,33.220001
2020-08-14,prices,VCN,Low Price,33.189999
2020-08-17,prices,VCN,Low Price,33.48
2020-08-18,prices,VCN,Low Price,33.439999
2020-08-19,prices,VCN,Low Price,33.389999
2020-08-20,prices,VCN,Low Price,33.290001
2020-08-21,prices,VCN,Low Price,33.220001
2020-08-24,prices,VCN,Low Price,33.43
2020-08-25,prices,VCN,Low Price,33.34
2020-08-26,prices,VCN,Low Price,33.540001
2020-08-27,prices,VCN,Low Price,33.610001
2020-08-28,prices,VCN,Low Price,33.669998
2020-08-31,prices,VCN,Low Price,33.27
2020-09-01,prices,VCN,Low Price,33.25
2020-09-02,prices,VCN,Low Price,33.610001
2020-09-03,prices,VCN,Low Price,33.07
2020-09-04,prices,VCN,Low Price,32.470001
2020-09-08,prices,VCN,Low Price,32.200001
2020-09-09,prices,VCN,Low Price,32.779999
2020-09-10,prices,VCN,Low Price,32.610001
2020-09-11,prices,VCN,Low Price,32.599998
2020-09-14,prices,VCN,Low Price,32.93
2020-09-15,prices,VCN,Low Price,33.119999
2020-09-16,prices,VCN,Low Price,32.880001
2020-09-17,prices,VCN,Low Price,32.490002
2020-09-18,prices,VCN,Low Price,32.639999
2020-09-21,prices,VCN,Low Price,31.799999
2020-09-22,prices,VCN,Low Price,32.290001
2020-09-23,prices,VCN,Low Price,31.959999
2020-09-24,prices,VCN,Low Price,31.76
2020-09-25,prices,VCN,Low Price,32
2020-09-28,prices,VCN,Low Price,32.68
2020-09-29,prices,VCN,Low Price,32.599998
2020-09-30,prices,VCN,Low Price,32.23
2020-10-01,prices,VCN,Low Price,32.279999
2020-10-02,prices,VCN,Low Price,32.009998
2020-10-05,prices,VCN,Low Price,32.549999
2020-10-06,prices,VCN,Low Price,32.470001
