date,type_of_data,firm,Variable,Value
2021-04-15,prices,VEE,High Price,39.669998
2021-04-16,prices,VEE,High Price,39.73
2021-04-19,prices,VEE,High Price,39.669998
2021-04-20,prices,VEE,High Price,39.669998
2021-04-21,prices,VEE,High Price,39.700001
2021-04-22,prices,VEE,High Price,39.75
2021-04-23,prices,VEE,High Price,40.02
2021-04-26,prices,VEE,High Price,39.849998
2021-04-27,prices,VEE,High Price,39.91
2021-04-28,prices,VEE,High Price,40.119999
2021-04-29,prices,VEE,High Price,39.919998
2021-04-30,prices,VEE,High Price,39.299999
2021-05-03,prices,VEE,High Price,39.990002
2021-05-04,prices,VEE,High Price,38.900002
2021-05-05,prices,VEE,High Price,38.830002
2021-05-06,prices,VEE,High Price,38.82
2021-05-07,prices,VEE,High Price,39.169998
2021-05-10,prices,VEE,High Price,38.639999
2021-05-11,prices,VEE,High Price,38.049999
2021-05-12,prices,VEE,High Price,37.59
2021-05-13,prices,VEE,High Price,37.5
2021-05-14,prices,VEE,High Price,37.740002
2021-05-17,prices,VEE,High Price,37.59
2021-05-18,prices,VEE,High Price,38.25
2021-05-19,prices,VEE,High Price,38.18
2021-05-20,prices,VEE,High Price,38.169998
2021-05-21,prices,VEE,High Price,38.080002
2021-05-25,prices,VEE,High Price,38.610001
2021-05-26,prices,VEE,High Price,38.970001
2021-05-27,prices,VEE,High Price,38.98
2021-05-28,prices,VEE,High Price,39.18
2021-05-31,prices,VEE,High Price,39.470001
2020-06-01,prices,VEE,Low Price,31.01
2020-06-02,prices,VEE,Low Price,31.389999
2020-06-03,prices,VEE,Low Price,32.139999
2020-06-04,prices,VEE,Low Price,31.84
2020-06-05,prices,VEE,Low Price,32.400002
2020-06-08,prices,VEE,Low Price,32.240002
2020-06-09,prices,VEE,Low Price,32.290001
2020-06-10,prices,VEE,Low Price,32.349998
2020-06-11,prices,VEE,Low Price,31.52
2020-06-12,prices,VEE,Low Price,31.860001
2020-06-15,prices,VEE,Low Price,31.59
2020-06-16,prices,VEE,Low Price,32.029999
2020-06-17,prices,VEE,Low Price,32.259998
2020-06-18,prices,VEE,Low Price,32.369999
2020-06-19,prices,VEE,Low Price,32.43
2020-06-22,prices,VEE,Low Price,32.509998
2020-06-23,prices,VEE,Low Price,32.91
2020-06-24,prices,VEE,Low Price,32.43
2020-06-25,prices,VEE,Low Price,32.549999
2020-06-26,prices,VEE,Low Price,32.450001
2020-06-29,prices,VEE,Low Price,32.459999
2020-06-30,prices,VEE,Low Price,32.259998
2020-07-02,prices,VEE,Low Price,33.5
2020-07-03,prices,VEE,Low Price,33.610001
2020-07-06,prices,VEE,Low Price,34.509998
2020-07-07,prices,VEE,Low Price,34.509998
2020-07-08,prices,VEE,Low Price,34.889999
2020-07-09,prices,VEE,Low Price,35.169998
2020-07-10,prices,VEE,Low Price,35.02
2020-07-13,prices,VEE,Low Price,35.029999
2020-07-14,prices,VEE,Low Price,34.57
2020-07-15,prices,VEE,Low Price,34.77
2020-07-16,prices,VEE,Low Price,34.209999
2020-07-17,prices,VEE,Low Price,34.57
2020-07-20,prices,VEE,Low Price,34.84
2020-07-21,prices,VEE,Low Price,35.130001
2020-07-22,prices,VEE,Low Price,34.75
2020-07-23,prices,VEE,Low Price,34.509998
2020-07-24,prices,VEE,Low Price,34.240002
2020-07-27,prices,VEE,Low Price,34.689999
2020-07-28,prices,VEE,Low Price,34.57
2020-07-29,prices,VEE,Low Price,34.889999
2020-07-30,prices,VEE,Low Price,34.709999
2020-07-31,prices,VEE,Low Price,34.360001
2020-08-04,prices,VEE,Low Price,34.950001
2020-08-05,prices,VEE,Low Price,35.209999
2020-08-06,prices,VEE,Low Price,35.150002
2020-08-07,prices,VEE,Low Price,34.779999
2020-08-10,prices,VEE,Low Price,34.630001
2020-08-11,prices,VEE,Low Price,34.560001
2020-08-12,prices,VEE,Low Price,34.73
2020-08-13,prices,VEE,Low Price,34.560001
2020-08-14,prices,VEE,Low Price,34.689999
2020-08-17,prices,VEE,Low Price,34.810001
2020-08-18,prices,VEE,Low Price,34.939999
2020-08-19,prices,VEE,Low Price,34.73
2020-08-20,prices,VEE,Low Price,34.279999
2020-08-21,prices,VEE,Low Price,34.599998
2020-08-24,prices,VEE,Low Price,35.16
2020-08-25,prices,VEE,Low Price,35.209999
2020-08-26,prices,VEE,Low Price,35.369999
2020-08-27,prices,VEE,Low Price,35.09
2020-08-28,prices,VEE,Low Price,35.200001
2020-08-31,prices,VEE,Low Price,34.5
2020-09-01,prices,VEE,Low Price,34.990002
2020-09-02,prices,VEE,Low Price,34.98
2020-09-03,prices,VEE,Low Price,34.639999
2020-09-04,prices,VEE,Low Price,34.23
2020-09-08,prices,VEE,Low Price,34.16
2020-09-09,prices,VEE,Low Price,34.549999
2020-09-10,prices,VEE,Low Price,34.23
2020-09-11,prices,VEE,Low Price,34.369999
2020-09-14,prices,VEE,Low Price,34.75
2020-09-15,prices,VEE,Low Price,35.23
2020-09-16,prices,VEE,Low Price,35.32
2020-09-17,prices,VEE,Low Price,35.029999
2020-09-18,prices,VEE,Low Price,35.02
2020-09-21,prices,VEE,Low Price,34.080002
2020-09-22,prices,VEE,Low Price,34.189999
2020-09-23,prices,VEE,Low Price,34.009998
2020-09-24,prices,VEE,Low Price,33.630001
2020-09-25,prices,VEE,Low Price,33.48
2020-09-28,prices,VEE,Low Price,34.119999
2020-09-29,prices,VEE,Low Price,34.139999
2020-09-30,prices,VEE,Low Price,34.43
2020-10-01,prices,VEE,Low Price,34.66
2020-10-02,prices,VEE,Low Price,34.400002
2020-10-05,prices,VEE,Low Price,34.610001
2020-10-06,prices,VEE,Low Price,34.93
2020-10-07,prices,VEE,Low Price,35.209999
2020-10-08,prices,VEE,Low Price,35.279999
2020-10-09,prices,VEE,Low Price,35.220001
2020-10-13,prices,VEE,Low Price,35.5
2020-10-14,prices,VEE,Low Price,35.470001
2020-10-15,prices,VEE,Low Price,35.220001
2020-10-16,prices,VEE,Low Price,35.43
2020-10-19,prices,VEE,Low Price,35.310001
2020-10-20,prices,VEE,Low Price,35.48
2020-10-21,prices,VEE,Low Price,35.529999
2020-10-22,prices,VEE,Low Price,35.540001
2020-10-23,prices,VEE,Low Price,35.509998
2020-10-26,prices,VEE,Low Price,35.310001
2020-10-27,prices,VEE,Low Price,35.470001
2020-10-28,prices,VEE,Low Price,35.080002
2020-10-29,prices,VEE,Low Price,35.330002
2020-10-30,prices,VEE,Low Price,34.959999
2020-11-02,prices,VEE,Low Price,35.07
2020-11-03,prices,VEE,Low Price,34.919998
2020-11-04,prices,VEE,Low Price,35.709999
2020-11-05,prices,VEE,Low Price,36.279999
2020-11-06,prices,VEE,Low Price,36.529999
2020-11-09,prices,VEE,Low Price,36.900002
2020-11-10,prices,VEE,Low Price,36.419998
2020-11-11,prices,VEE,Low Price,36.450001
2020-11-12,prices,VEE,Low Price,36.68
2020-11-13,prices,VEE,Low Price,37.049999
2020-11-16,prices,VEE,Low Price,37.400002
2020-11-17,prices,VEE,Low Price,37.299999
2020-11-18,prices,VEE,Low Price,37.310001
2020-11-19,prices,VEE,Low Price,37.25
2020-11-20,prices,VEE,Low Price,37.459999
2020-11-23,prices,VEE,Low Price,37.619999
2020-11-24,prices,VEE,Low Price,37.73
2020-11-25,prices,VEE,Low Price,37.560001
2020-11-26,prices,VEE,Low Price,37.82
2020-11-27,prices,VEE,Low Price,37.93
2020-11-30,prices,VEE,Low Price,37.119999
2020-12-01,prices,VEE,Low Price,37.57
2020-12-02,prices,VEE,Low Price,37.5
2020-12-03,prices,VEE,Low Price,37.849998
2020-12-04,prices,VEE,Low Price,37.849998
2020-12-07,prices,VEE,Low Price,37.860001
2020-12-08,prices,VEE,Low Price,37.889999
2020-12-09,prices,VEE,Low Price,37.560001
2020-12-10,prices,VEE,Low Price,37.470001
2020-12-11,prices,VEE,Low Price,37.720001
2020-12-14,prices,VEE,Low Price,37.66
2020-12-15,prices,VEE,Low Price,37.639999
2020-12-16,prices,VEE,Low Price,37.990002
2020-12-17,prices,VEE,Low Price,38.200001
2020-12-18,prices,VEE,Low Price,38.34
2020-12-21,prices,VEE,Low Price,37.849998
2020-12-22,prices,VEE,Low Price,38
2020-12-23,prices,VEE,Low Price,38.169998
2020-12-24,prices,VEE,Low Price,37.720001
2020-12-29,prices,VEE,Low Price,38.110001
2020-12-30,prices,VEE,Low Price,38.490002
2020-12-31,prices,VEE,Low Price,38.240002
2021-01-04,prices,VEE,Low Price,38.66
2021-01-05,prices,VEE,Low Price,38.939999
2021-01-06,prices,VEE,Low Price,38.860001
2021-01-07,prices,VEE,Low Price,39.080002
2021-01-08,prices,VEE,Low Price,39.68
2021-01-11,prices,VEE,Low Price,39.830002
2021-01-12,prices,VEE,Low Price,40.040001
2021-01-13,prices,VEE,Low Price,40.09
2021-01-14,prices,VEE,Low Price,40.349998
2021-01-15,prices,VEE,Low Price,40.209999
2021-01-18,prices,VEE,Low Price,40.57
2021-01-19,prices,VEE,Low Price,40.860001
2021-01-20,prices,VEE,Low Price,41.150002
2021-01-21,prices,VEE,Low Price,41.099998
2021-01-22,prices,VEE,Low Price,41.029999
2021-01-25,prices,VEE,Low Price,41.32
2021-01-26,prices,VEE,Low Price,41.02
2021-01-27,prices,VEE,Low Price,40.48
2021-01-28,prices,VEE,Low Price,40.349998
2021-01-29,prices,VEE,Low Price,39.689999
2021-02-01,prices,VEE,Low Price,40.48
2021-02-02,prices,VEE,Low Price,41.389999
2021-02-03,prices,VEE,Low Price,41.439999
2021-02-04,prices,VEE,Low Price,41.490002
2021-02-05,prices,VEE,Low Price,41.599998
2021-02-08,prices,VEE,Low Price,41.830002
2021-02-09,prices,VEE,Low Price,42.049999
2021-02-10,prices,VEE,Low Price,42.169998
2021-02-11,prices,VEE,Low Price,42.630001
2021-02-12,prices,VEE,Low Price,42.799999
2021-02-16,prices,VEE,Low Price,42.919998
2021-02-17,prices,VEE,Low Price,42.919998
2021-02-18,prices,VEE,Low Price,42.240002
2021-02-19,prices,VEE,Low Price,42.419998
2021-02-22,prices,VEE,Low Price,41.310001
2021-02-23,prices,VEE,Low Price,40.740002
2021-02-24,prices,VEE,Low Price,40.540001
2021-02-25,prices,VEE,Low Price,40.290001
2021-02-26,prices,VEE,Low Price,39.84
2021-03-01,prices,VEE,Low Price,40.740002
2021-03-02,prices,VEE,Low Price,40.450001
2021-03-03,prices,VEE,Low Price,40.400002
2021-03-04,prices,VEE,Low Price,39.639999
2021-03-05,prices,VEE,Low Price,39.470001
2021-03-08,prices,VEE,Low Price,38.990002
2021-03-09,prices,VEE,Low Price,39.279999
2021-03-10,prices,VEE,Low Price,39.52
2021-03-11,prices,VEE,Low Price,40.27
2021-03-12,prices,VEE,Low Price,39.490002
2021-03-15,prices,VEE,Low Price,39.360001
2021-03-16,prices,VEE,Low Price,39.57
2021-03-17,prices,VEE,Low Price,39.279999
2021-03-18,prices,VEE,Low Price,39.34
2021-03-19,prices,VEE,Low Price,39.349998
2021-03-22,prices,VEE,Low Price,39.369999
2021-03-23,prices,VEE,Low Price,39.110001
2021-03-24,prices,VEE,Low Price,38.189999
2021-03-25,prices,VEE,Low Price,38.07
2021-03-26,prices,VEE,Low Price,38.540001
2021-03-29,prices,VEE,Low Price,38.91
2021-03-30,prices,VEE,Low Price,39.029999
2021-03-31,prices,VEE,Low Price,39.07
2021-04-01,prices,VEE,Low Price,39.549999
2021-04-05,prices,VEE,Low Price,39.529999
2021-04-06,prices,VEE,Low Price,39.610001
2021-04-07,prices,VEE,Low Price,39.419998
2021-04-08,prices,VEE,Low Price,39.73
2021-04-09,prices,VEE,Low Price,39.23
2021-04-12,prices,VEE,Low Price,38.970001
2021-04-13,prices,VEE,Low Price,38.970001
2021-04-14,prices,VEE,Low Price,39.200001
2021-04-15,prices,VEE,Low Price,39.439999
2021-04-16,prices,VEE,Low Price,39.5
2021-04-19,prices,VEE,Low Price,39.57
2021-04-20,prices,VEE,Low Price,39.41
2021-04-21,prices,VEE,Low Price,39.27
2021-04-22,prices,VEE,Low Price,39.389999
2021-04-23,prices,VEE,Low Price,39.830002
2021-04-26,prices,VEE,Low Price,39.669998
2021-04-27,prices,VEE,Low Price,39.779999
2021-04-28,prices,VEE,Low Price,39.790001
2021-04-29,prices,VEE,Low Price,39.450001
2021-04-30,prices,VEE,Low Price,39.009998
2021-05-03,prices,VEE,Low Price,38.939999
2021-05-04,prices,VEE,Low Price,38.419998
2021-05-05,prices,VEE,Low Price,38.639999
2021-05-06,prices,VEE,Low Price,38.599998
2021-05-07,prices,VEE,Low Price,38.959999
2021-05-10,prices,VEE,Low Price,38.110001
2021-05-11,prices,VEE,Low Price,37.5
2021-05-12,prices,VEE,Low Price,37.110001
2021-05-13,prices,VEE,Low Price,37.150002
2021-05-14,prices,VEE,Low Price,37.27
2021-05-17,prices,VEE,Low Price,37.360001
2021-05-18,prices,VEE,Low Price,38
2021-05-19,prices,VEE,Low Price,37.709999
2021-05-20,prices,VEE,Low Price,38.029999
2021-05-21,prices,VEE,Low Price,37.689999
2021-05-25,prices,VEE,Low Price,38.389999
2021-05-26,prices,VEE,Low Price,38.759998
2021-05-27,prices,VEE,Low Price,38.779999
2021-05-28,prices,VEE,Low Price,39.009998
2021-05-31,prices,VEE,Low Price,38.970001
2020-06-01,prices,VEE,Closing Price,31.16
2020-06-02,prices,VEE,Closing Price,31.75
2020-06-03,prices,VEE,Closing Price,32.330002
2020-06-04,prices,VEE,Closing Price,31.940001
2020-06-05,prices,VEE,Closing Price,32.560001
2020-06-08,prices,VEE,Closing Price,32.59
2020-06-09,prices,VEE,Closing Price,32.52
2020-06-10,prices,VEE,Closing Price,32.68
2020-06-11,prices,VEE,Closing Price,31.52
2020-06-12,prices,VEE,Closing Price,32.18
2020-06-15,prices,VEE,Closing Price,31.99
2020-06-16,prices,VEE,Closing Price,32.07
2020-06-17,prices,VEE,Closing Price,32.41
2020-06-18,prices,VEE,Closing Price,32.490002
2020-06-19,prices,VEE,Closing Price,32.549999
2020-06-22,prices,VEE,Closing Price,32.59
2020-06-23,prices,VEE,Closing Price,32.959999
2020-06-24,prices,VEE,Closing Price,32.650002
2020-06-25,prices,VEE,Closing Price,32.84
2020-06-26,prices,VEE,Closing Price,32.52
2020-06-29,prices,VEE,Closing Price,32.689999
2020-06-30,prices,VEE,Closing Price,32.34
2020-07-02,prices,VEE,Closing Price,33.509998
2020-07-03,prices,VEE,Closing Price,33.720001
2020-07-06,prices,VEE,Closing Price,34.900002
2020-07-07,prices,VEE,Closing Price,34.540001
2020-07-08,prices,VEE,Closing Price,35.220001
2020-07-09,prices,VEE,Closing Price,35.43
2020-07-10,prices,VEE,Closing Price,35.200001
2020-07-13,prices,VEE,Closing Price,35.060001
2020-07-14,prices,VEE,Closing Price,35.119999
2020-07-15,prices,VEE,Closing Price,34.880001
2020-07-16,prices,VEE,Closing Price,34.5
2020-07-17,prices,VEE,Closing Price,34.700001
2020-07-20,prices,VEE,Closing Price,35.080002
2020-07-21,prices,VEE,Closing Price,35.130001
2020-07-22,prices,VEE,Closing Price,34.880001
2020-07-23,prices,VEE,Closing Price,34.630001
2020-07-24,prices,VEE,Closing Price,34.560001
2020-07-27,prices,VEE,Closing Price,34.91
2020-07-28,prices,VEE,Closing Price,34.599998
2020-07-29,prices,VEE,Closing Price,35.07
2020-07-30,prices,VEE,Closing Price,34.970001
2020-07-31,prices,VEE,Closing Price,34.630001
2020-08-04,prices,VEE,Closing Price,35.080002
2020-08-05,prices,VEE,Closing Price,35.310001
2020-08-06,prices,VEE,Closing Price,35.450001
2020-08-07,prices,VEE,Closing Price,34.91
2020-08-10,prices,VEE,Closing Price,34.869999
2020-08-11,prices,VEE,Closing Price,34.610001
2020-08-12,prices,VEE,Closing Price,34.900002
2020-08-13,prices,VEE,Closing Price,34.619999
2020-08-14,prices,VEE,Closing Price,34.790001
2020-08-17,prices,VEE,Closing Price,35.029999
2020-08-18,prices,VEE,Closing Price,35.080002
2020-08-19,prices,VEE,Closing Price,34.77
2020-08-20,prices,VEE,Closing Price,34.610001
2020-08-21,prices,VEE,Closing Price,34.82
2020-08-24,prices,VEE,Closing Price,35.27
2020-08-25,prices,VEE,Closing Price,35.509998
2020-08-26,prices,VEE,Closing Price,35.450001
2020-08-27,prices,VEE,Closing Price,35.18
2020-08-28,prices,VEE,Closing Price,35.549999
2020-08-31,prices,VEE,Closing Price,34.700001
2020-09-01,prices,VEE,Closing Price,35.41
2020-09-02,prices,VEE,Closing Price,35.259998
2020-09-03,prices,VEE,Closing Price,34.84
2020-09-04,prices,VEE,Closing Price,34.639999
2020-09-08,prices,VEE,Closing Price,34.389999
2020-09-09,prices,VEE,Closing Price,34.700001
2020-09-10,prices,VEE,Closing Price,34.25
2020-09-11,prices,VEE,Closing Price,34.48
2020-09-14,prices,VEE,Closing Price,35.02
2020-09-15,prices,VEE,Closing Price,35.419998
2020-09-16,prices,VEE,Closing Price,35.32
2020-09-17,prices,VEE,Closing Price,35.139999
2020-09-18,prices,VEE,Closing Price,35.02
2020-09-21,prices,VEE,Closing Price,34.639999
2020-09-22,prices,VEE,Closing Price,34.400002
2020-09-23,prices,VEE,Closing Price,34.02
2020-09-24,prices,VEE,Closing Price,33.860001
2020-09-25,prices,VEE,Closing Price,33.900002
2020-09-28,prices,VEE,Closing Price,34.25
2020-09-29,prices,VEE,Closing Price,34.27
2020-09-30,prices,VEE,Closing Price,34.630001
2020-10-01,prices,VEE,Closing Price,34.799999
2020-10-02,prices,VEE,Closing Price,34.529999
2020-10-05,prices,VEE,Closing Price,34.810001
2020-10-06,prices,VEE,Closing Price,35.029999
2020-10-07,prices,VEE,Closing Price,35.27
2020-10-08,prices,VEE,Closing Price,35.360001
2020-10-09,prices,VEE,Closing Price,35.400002
2020-10-13,prices,VEE,Closing Price,35.709999
2020-10-14,prices,VEE,Closing Price,35.470001
2020-10-15,prices,VEE,Closing Price,35.389999
2020-10-16,prices,VEE,Closing Price,35.490002
2020-10-19,prices,VEE,Closing Price,35.360001
2020-10-20,prices,VEE,Closing Price,35.580002
2020-10-21,prices,VEE,Closing Price,35.639999
2020-10-22,prices,VEE,Closing Price,35.650002
2020-10-23,prices,VEE,Closing Price,35.82
2020-10-26,prices,VEE,Closing Price,35.490002
2020-10-27,prices,VEE,Closing Price,35.610001
2020-10-28,prices,VEE,Closing Price,35.080002
2020-10-29,prices,VEE,Closing Price,35.459999
2020-10-30,prices,VEE,Closing Price,35.09
2020-11-02,prices,VEE,Closing Price,35.279999
2020-11-03,prices,VEE,Closing Price,35.16
2020-11-04,prices,VEE,Closing Price,36.209999
2020-11-05,prices,VEE,Closing Price,36.639999
2020-11-06,prices,VEE,Closing Price,36.75
2020-11-09,prices,VEE,Closing Price,36.939999
2020-11-10,prices,VEE,Closing Price,36.580002
2020-11-11,prices,VEE,Closing Price,36.810001
2020-11-12,prices,VEE,Closing Price,36.75
2020-11-13,prices,VEE,Closing Price,37.240002
2020-11-16,prices,VEE,Closing Price,37.529999
2020-11-17,prices,VEE,Closing Price,37.470001
2020-11-18,prices,VEE,Closing Price,37.32
2020-11-19,prices,VEE,Closing Price,37.349998
2020-11-20,prices,VEE,Closing Price,37.689999
2020-11-23,prices,VEE,Closing Price,37.66
2020-11-24,prices,VEE,Closing Price,37.91
2020-11-25,prices,VEE,Closing Price,37.740002
2020-11-26,prices,VEE,Closing Price,37.919998
2020-11-27,prices,VEE,Closing Price,38.110001
2020-11-30,prices,VEE,Closing Price,37.119999
2020-12-01,prices,VEE,Closing Price,37.779999
2020-12-02,prices,VEE,Closing Price,37.689999
2020-12-03,prices,VEE,Closing Price,37.889999
2020-12-04,prices,VEE,Closing Price,37.889999
2020-12-07,prices,VEE,Closing Price,37.939999
2020-12-08,prices,VEE,Closing Price,38.110001
2020-12-09,prices,VEE,Closing Price,37.709999
2020-12-10,prices,VEE,Closing Price,37.939999
2020-12-11,prices,VEE,Closing Price,37.779999
2020-12-14,prices,VEE,Closing Price,37.669998
2020-12-15,prices,VEE,Closing Price,37.77
2020-12-16,prices,VEE,Closing Price,38.110001
2020-12-17,prices,VEE,Closing Price,38.389999
2020-12-18,prices,VEE,Closing Price,38.5
2020-12-21,prices,VEE,Closing Price,38.110001
2020-12-22,prices,VEE,Closing Price,38.029999
2020-12-23,prices,VEE,Closing Price,38.23
2020-12-24,prices,VEE,Closing Price,37.880001
2020-12-29,prices,VEE,Closing Price,38.360001
2020-12-30,prices,VEE,Closing Price,38.549999
2020-12-31,prices,VEE,Closing Price,38.380001
2021-01-04,prices,VEE,Closing Price,38.689999
2021-01-05,prices,VEE,Closing Price,39.23
2021-01-06,prices,VEE,Closing Price,38.880001
2021-01-07,prices,VEE,Closing Price,39.209999
2021-01-08,prices,VEE,Closing Price,40.07
2021-01-11,prices,VEE,Closing Price,39.84
2021-01-12,prices,VEE,Closing Price,40.119999
2021-01-13,prices,VEE,Closing Price,40.18
2021-01-14,prices,VEE,Closing Price,40.380001
2021-01-15,prices,VEE,Closing Price,40.220001
2021-01-18,prices,VEE,Closing Price,40.880001
2021-01-19,prices,VEE,Closing Price,40.959999
2021-01-20,prices,VEE,Closing Price,41.330002
2021-01-21,prices,VEE,Closing Price,41.299999
2021-01-22,prices,VEE,Closing Price,41.330002
2021-01-25,prices,VEE,Closing Price,41.580002
2021-01-26,prices,VEE,Closing Price,41.130001
2021-01-27,prices,VEE,Closing Price,40.490002
2021-01-28,prices,VEE,Closing Price,40.709999
2021-01-29,prices,VEE,Closing Price,39.759998
2021-02-01,prices,VEE,Closing Price,41.009998
2021-02-02,prices,VEE,Closing Price,41.41
2021-02-03,prices,VEE,Closing Price,41.52
2021-02-04,prices,VEE,Closing Price,41.73
2021-02-05,prices,VEE,Closing Price,41.82
2021-02-08,prices,VEE,Closing Price,41.959999
2021-02-09,prices,VEE,Closing Price,42.299999
2021-02-10,prices,VEE,Closing Price,42.389999
2021-02-11,prices,VEE,Closing Price,42.810001
2021-02-12,prices,VEE,Closing Price,42.900002
2021-02-16,prices,VEE,Closing Price,42.959999
2021-02-17,prices,VEE,Closing Price,43.099998
2021-02-18,prices,VEE,Closing Price,42.48
2021-02-19,prices,VEE,Closing Price,42.509998
2021-02-22,prices,VEE,Closing Price,41.330002
2021-02-23,prices,VEE,Closing Price,41.439999
2021-02-24,prices,VEE,Closing Price,40.959999
2021-02-25,prices,VEE,Closing Price,40.369999
2021-02-26,prices,VEE,Closing Price,40.220001
2021-03-01,prices,VEE,Closing Price,41.040001
2021-03-02,prices,VEE,Closing Price,40.529999
2021-03-03,prices,VEE,Closing Price,40.580002
2021-03-04,prices,VEE,Closing Price,39.740002
2021-03-05,prices,VEE,Closing Price,40.060001
2021-03-08,prices,VEE,Closing Price,39.040001
2021-03-09,prices,VEE,Closing Price,39.77
2021-03-10,prices,VEE,Closing Price,39.639999
2021-03-11,prices,VEE,Closing Price,40.509998
2021-03-12,prices,VEE,Closing Price,39.639999
2021-03-15,prices,VEE,Closing Price,39.630001
2021-03-16,prices,VEE,Closing Price,39.68
2021-03-17,prices,VEE,Closing Price,39.610001
2021-03-18,prices,VEE,Closing Price,39.349998
2021-03-19,prices,VEE,Closing Price,39.700001
2021-03-22,prices,VEE,Closing Price,39.630001
2021-03-23,prices,VEE,Closing Price,39.16
2021-03-24,prices,VEE,Closing Price,38.200001
2021-03-25,prices,VEE,Closing Price,38.389999
2021-03-26,prices,VEE,Closing Price,39.16
2021-03-29,prices,VEE,Closing Price,39.029999
2021-03-30,prices,VEE,Closing Price,39.32
2021-03-31,prices,VEE,Closing Price,39.25
2021-04-01,prices,VEE,Closing Price,39.580002
2021-04-05,prices,VEE,Closing Price,39.610001
2021-04-06,prices,VEE,Closing Price,39.939999
2021-04-07,prices,VEE,Closing Price,39.509998
2021-04-08,prices,VEE,Closing Price,39.73
2021-04-09,prices,VEE,Closing Price,39.310001
2021-04-12,prices,VEE,Closing Price,39.130001
2021-04-13,prices,VEE,Closing Price,39.080002
2021-04-14,prices,VEE,Closing Price,39.200001
2021-04-15,prices,VEE,Closing Price,39.599998
2021-04-16,prices,VEE,Closing Price,39.68
2021-04-19,prices,VEE,Closing Price,39.66
2021-04-20,prices,VEE,Closing Price,39.619999
2021-04-21,prices,VEE,Closing Price,39.549999
2021-04-22,prices,VEE,Closing Price,39.509998
2021-04-23,prices,VEE,Closing Price,39.959999
2021-04-26,prices,VEE,Closing Price,39.73
2021-04-27,prices,VEE,Closing Price,39.82
2021-04-28,prices,VEE,Closing Price,39.860001
2021-04-29,prices,VEE,Closing Price,39.650002
2021-04-30,prices,VEE,Closing Price,39.16
2021-05-03,prices,VEE,Closing Price,39.049999
2021-05-04,prices,VEE,Closing Price,38.650002
2021-05-05,prices,VEE,Closing Price,38.73
2021-05-06,prices,VEE,Closing Price,38.73
2021-05-07,prices,VEE,Closing Price,38.98
2021-05-10,prices,VEE,Closing Price,38.150002
2021-05-11,prices,VEE,Closing Price,38.029999
2021-05-12,prices,VEE,Closing Price,37.16
2021-05-13,prices,VEE,Closing Price,37.23
2021-05-14,prices,VEE,Closing Price,37.709999
2021-05-17,prices,VEE,Closing Price,37.540001
2021-05-18,prices,VEE,Closing Price,38.09
2021-05-19,prices,VEE,Closing Price,38.169998
2021-05-20,prices,VEE,Closing Price,38.119999
2021-05-21,prices,VEE,Closing Price,37.709999
2021-05-25,prices,VEE,Closing Price,38.450001
2021-05-26,prices,VEE,Closing Price,38.939999
2021-05-27,prices,VEE,Closing Price,38.860001
2021-05-28,prices,VEE,Closing Price,39.099998
2021-05-31,prices,VEE,Closing Price,39.150002
2020-06-01,prices,VEE,Adjusted Price,30.610329
2020-06-02,prices,VEE,Adjusted Price,31.18992
2020-06-03,prices,VEE,Adjusted Price,31.759693
2020-06-04,prices,VEE,Adjusted Price,31.376568
2020-06-05,prices,VEE,Adjusted Price,31.985632
2020-06-08,prices,VEE,Adjusted Price,32.015102
2020-06-09,prices,VEE,Adjusted Price,31.946339
2020-06-10,prices,VEE,Adjusted Price,32.103516
2020-06-11,prices,VEE,Adjusted Price,30.963978
2020-06-12,prices,VEE,Adjusted Price,31.612335
2020-06-15,prices,VEE,Adjusted Price,31.425686
2020-06-16,prices,VEE,Adjusted Price,31.504276
2020-06-17,prices,VEE,Adjusted Price,31.838278
2020-06-18,prices,VEE,Adjusted Price,31.916868
2020-06-19,prices,VEE,Adjusted Price,31.975807
2020-06-22,prices,VEE,Adjusted Price,32.125641
2020-06-23,prices,VEE,Adjusted Price,32.490368
2020-06-24,prices,VEE,Adjusted Price,32.184792
2020-06-25,prices,VEE,Adjusted Price,32.372082
2020-06-26,prices,VEE,Adjusted Price,32.056641
2020-06-29,prices,VEE,Adjusted Price,32.224216
2020-06-30,prices,VEE,Adjusted Price,31.879204
2020-07-02,prices,VEE,Adjusted Price,33.032536
2020-07-03,prices,VEE,Adjusted Price,33.23954
2020-07-06,prices,VEE,Adjusted Price,34.402729
2020-07-07,prices,VEE,Adjusted Price,34.047859
2020-07-08,prices,VEE,Adjusted Price,34.71817
2020-07-09,prices,VEE,Adjusted Price,34.925179
2020-07-10,prices,VEE,Adjusted Price,34.698456
2020-07-13,prices,VEE,Adjusted Price,34.560452
2020-07-14,prices,VEE,Adjusted Price,34.619591
2020-07-15,prices,VEE,Adjusted Price,34.383011
2020-07-16,prices,VEE,Adjusted Price,34.008427
2020-07-17,prices,VEE,Adjusted Price,34.205582
2020-07-20,prices,VEE,Adjusted Price,34.580166
2020-07-21,prices,VEE,Adjusted Price,34.629456
2020-07-22,prices,VEE,Adjusted Price,34.383011
2020-07-23,prices,VEE,Adjusted Price,34.136574
2020-07-24,prices,VEE,Adjusted Price,34.067574
2020-07-27,prices,VEE,Adjusted Price,34.41259
